DEPTH,GR,RES,NPOR
1900.0,98.25937966088719,3.5966110169518535,0.07539197327403371
1900.5,98.16992363609103,3.561258140100898,0.07390373742949645
1901.0,101.47372312894005,3.4670802174750075,0.074564932182267
1901.5,101.90772230613958,3.5889091503723844,0.07416481577906707
1902.0,100.11689986596099,3.4521566619505366,0.07486815191707955
1902.5,101.96576567399094,3.4169223146941294,0.07655836519860201
1903.0,98.87930366211826,3.4367585252984756,0.07618483574304773
1903.5,98.9925160293554,3.441454762786905,0.07631179790305179
1904.0,100.30357017779787,3.3795073169137124,0.07394431299506422
1904.5,98.56227791159014,3.5099167893896444,0.07708739944860171
1905.0,98.6671522018589,3.5266687501805514,0.07559277940497144
1905.5,98.71062734155251,3.5787937713108504,0.07671284650531718
1906.0,101.52631846778004,3.4092869863754927,0.07565543268476257
1906.5,98.19986980089827,3.6475099948034906,0.07730037178459752
1907.0,101.5182388975146,3.3889814021129623,0.07740639466792913
1907.5,98.72669746405714,3.409007720654953,0.07561283606483128
1908.0,99.70704127813589,3.3768481376604376,0.0753636663503986
1908.5,100.1631413770986,3.4069159637485398,0.07734197113634417
1909.0,98.16242311867742,3.380447793234178,0.07727527506247639
1909.5,98.24342422415708,3.420223485339438,0.07573314109401923
1910.0,100.56153280139992,3.4789754315908548,0.07648131342041567
1910.5,99.71016680954139,3.380031604681818,0.07617517429682427
1911.0,101.67670874080717,3.623484329071534,0.07399126023470064
1911.5,100.24919923094717,3.6148853862964025,0.0768994489843051
1912.0,100.97764372820455,3.531937704821985,0.07591408321129665
1912.5,99.43945151121075,3.362179176204923,0.07314106123085477
1913.0,101.63061948200533,3.3683833686823044,0.07370046044797644
1913.5,98.04763266328908,3.5603617133853227,0.07703281457587219
1914.0,101.8646543002081,3.472227032536814,0.074620716896093
1914.5,98.50732839829577,3.365136945357652,0.07381776780077755
1915.0,98.36956149652816,3.5606552916032808,0.0725776211728285
1915.5,98.75577860215563,3.510083695568196,0.07527499383279795
1916.0,100.89306202465127,3.393652211461424,0.07300854078748047
1916.5,100.15007454161454,3.4204264813679375,0.07389637212767022
1917.0,99.01878818271395,3.4755353116754026,0.07277387464929962
1917.5,99.893669091037,3.543017142084007,0.07715986763460975
1918.0,100.02044773645149,3.5648971658965607,0.07400450119168221
1918.5,101.34279629913284,3.6030464693524156,0.07579223717534753
1919.0,100.4504077953666,3.436810979178498,0.0729970116639401
1919.5,101.55739583903812,3.38934411508407,0.07375846866269702
1920.0,99.26677706255326,3.4275771731530265,0.07721699262324186
1920.5,99.21532171054838,3.4600208040455027,0.07668472942582245
1921.0,98.32261307492327,3.483735104170478,0.07427163708193901
1921.5,100.23432426620887,3.515062561420707,0.07329545039483855
1922.0,99.03954193561248,3.371258660416356,0.07646523612045497
1922.5,101.68693668638828,3.4891369904882055,0.0765416575784509
1923.0,100.18225619819485,3.45076235532924,0.07482749065780586
1923.5,98.02947936893385,3.5560447880848756,0.07686187921937891
1924.0,99.01119755562412,3.446066484854935,0.07631068713402492
1924.5,99.95732224230326,3.619442911672081,0.07545063841487831
1925.0,99.93525767921977,3.4086721418563193,0.07651034588335323
1925.5,99.84690914945539,3.5449284204534433,0.07571369824753717
1926.0,101.62593450864462,3.5417887215174018,0.07569141583708468
1926.5,98.8916658169578,3.415451428026177,0.0759090420894003
1927.0,99.86964389581325,3.48716095605254,0.07546000729884436
1927.5,100.72900197738413,3.6005312472798234,0.07726568728032128
1928.0,99.77932013815575,3.4348713127358232,0.07250716944671867
1928.5,101.25114237077435,3.647039913395396,0.07589387386633237
1929.0,100.41348968563837,3.446319525196036,0.07321235988915202
1929.5,100.53347603316085,3.4889002276939065,0.07493728533429839
1930.0,100.22350507972493,3.587472955561502,0.07713103823420413
1930.5,101.46327577241159,3.365284755564106,0.07653713473585697
1931.0,98.88033145194086,3.5815172774641737,0.07585893475638118
1931.5,100.65181026348064,3.6090029018581986,0.07640040131569854
1932.0,98.22020683870625,3.4941834477481644,0.07707161211892223
1932.5,99.52947403496233,3.434685665813826,0.07635630595046627
1933.0,98.61014855066435,3.5963214049258103,0.07498296778815346
1933.5,100.96387236240967,3.604520252364024,0.07348682247203782
1934.0,101.82553325798187,3.3782978861155804,0.07525718619308062
1934.5,100.45235422735693,3.521501369631721,0.07544592878865501
1935.0,98.04723276988945,3.420690575866667,0.07372305193603436
1935.5,101.30312249502597,3.496382197680589,0.07408770371130263
1936.0,99.57622325792741,3.4531753889631136,0.07406835345169639
1936.5,98.13819054249798,3.5489776067900842,0.0773811020472468
1937.0,100.49493244637186,3.5701689533296657,0.07397454896173092
1937.5,98.13847288120633,3.504295936733512,0.07364149645142697
1938.0,100.29740077341089,3.3975816119438718,0.07736066570150124
1938.5,99.7849215127475,3.472379957033995,0.07495799143637877
1939.0,99.84245849343144,3.3800978770391854,0.07303771915263206
1939.5,99.58043749956913,3.4998642798330897,0.07555257400539706
1940.0,99.89690730668184,3.4427965444807724,0.07283954874384779
1940.5,101.35807546677802,3.617717953617171,0.07290675990680542
1941.0,98.78902432118038,3.4562352857231535,0.07273369316431859
1941.5,99.64531342703597,3.6121296952815145,0.07291497791037564
1942.0,100.5022802550894,3.5891345902495515,0.07348435741307403
1942.5,101.02965076897208,3.4267613362879543,0.0737669167921283
1943.0,100.40397635589464,3.38971934040715,0.0769356917391405
1943.5,101.03756271916632,3.601389260215067,0.07276297757672685
1944.0,100.88233221285127,3.4771790303799297,0.0747200249390343
1944.5,100.49750643360034,3.4923617749711138,0.07330833136239975
1945.0,98.27620251635814,3.5253014272121717,0.07260672702345307
1945.5,101.74047420103558,3.4783174384020907,0.07658961531458541
1946.0,99.68034397187901,3.598259626783997,0.0747463925165461
1946.5,100.77403180999318,3.5311596460622705,0.07393207703142529
1947.0,101.57673787670592,3.583851726149547,0.07299729671463857
1947.5,101.15143639940575,3.5219552156942786,0.07413117800561721
1948.0,100.04288864599846,3.38811369551445,0.07689926093108047
1948.5,99.32751807488769,3.5510269086874096,0.07503867625234752
1949.0,101.0166567369475,3.6117889533828973,0.07268604472984662
1949.5,100.18906947655279,3.420847449630747,0.07536992066899444
1950.0,100.1791922028899,3.4167446328773488,0.072883586089079
1950.5,99.59576778034864,3.554522777540823,0.0733628887818888
1951.0,98.79479859895552,3.586869833013596,0.07340785176162035
1951.5,99.4615197863642,3.5451886493930407,0.07748830258024052
